Field1,Field2,Field3,Field4,Field5
22597,B,2,2,5
22598,B,2,2,5
22599,B,2,2,5
22600,B,2,2,5
22601,B,2,2,5
22602,B,2,2,5
22603,B,2,2,5
22604,B,2,2,5
22605,B,2,2,5
22606,B,2,2,5
22607,B,2,2,5
22608,B,2,2,5
22609,B,2,2,5
22610,B,2,2,5
22611,B,2,2,5
22612,B,2,2,5
22613,B,2,2,5
22614,B,2,2,5
22615,B,2,2,5
22616,B,2,2,5
22617,B,2,2,5
22618,B,2,2,5
22619,B,2,2,5
22620,B,2,2,5
22621,B,2,2,5
22622,B,2,2,5
22623,B,2,2,5
22624,B,2,2,5
22625,B,2,2,5
22626,B,2,2,5
22627,B,2,2,5
22628,B,2,2,5
22629,B,2,2,5
22630,B,2,2,5
22631,B,2,2,5
22632,B,2,2,5
22633,B,2,2,5
22634,B,2,2,5
22635,B,2,2,5
22636,B,2,2,5
22637,B,2,2,5
22638,B,2,2,5
22639,B,2,2,5
22640,B,2,2,5
22641,B,2,2,5
22642,B,2,2,5
22643,B,2,2,5
22644,B,2,2,5
22645,B,2,2,5
22646,B,2,2,5
22647,B,2,2,5
22648,B,2,2,5
22649,B,2,2,5
22650,B,2,2,5
22651,B,2,2,5
22652,B,2,2,5
22653,B,2,2,5
22654,B,2,2,5
22655,B,2,2,5
22656,B,2,2,5
22657,B,2,2,5
22658,B,2,2,5
22659,B,2,2,5
22660,B,2,2,5
22661,B,2,2,5
22662,B,2,2,5
22663,B,2,2,5
22664,B,2,2,5
22665,B,2,2,5
22666,B,2,2,5
22667,B,2,2,5
22668,B,2,2,5
22669,B,2,2,5
22670,B,2,2,5
22671,B,2,2,5
22672,B,2,2,5
22673,B,2,2,5
22674,B,2,2,5
22675,B,2,2,5
22676,B,2,2,5
22677,B,2,2,5
22678,B,2,2,5
22679,B,2,2,5
22680,B,2,2,5
22681,B,2,2,5
22682,B,2,2,5
22683,B,2,2,5
22684,B,2,2,5
22685,B,2,2,5
22686,B,2,2,5
22687,B,2,2,5
22688,B,2,2,5
22689,B,2,2,5
22690,B,2,2,5
22691,B,2,2,5
22692,B,2,2,5
22693,B,2,2,5
22694,B,2,2,5
22695,B,2,2,5
22696,B,2,2,5
22697,B,2,2,5
22698,B,2,2,5
22699,B,2,2,5
22700,B,2,2,5
22701,B,2,2,5
22702,B,2,2,5
22703,B,2,2,5
22704,B,2,2,5
22705,B,2,2,5
22706,B,2,2,5
22707,B,2,2,5
22708,B,2,2,5
22709,B,2,2,5
22710,B,2,2,5
22711,B,2,2,5
22712,B,2,2,5
22713,B,2,2,5
22714,B,2,2,5
22715,B,2,2,5
22716,B,2,2,5
22717,B,2,2,5
22718,B,2,2,5
22719,B,2,2,5
22720,B,2,2,5
22721,B,2,2,5
22722,B,2,2,5
22723,B,2,2,5
22724,B,2,2,5
22725,B,2,2,5
22726,B,2,2,5
22727,B,2,2,5
22728,B,2,2,5
22729,B,2,2,5
22730,B,2,2,5
22731,B,2,2,5
22732,B,2,2,5
22733,B,2,2,5
22734,B,2,2,5
22735,B,2,2,5
22736,B,2,2,5
22737,B,2,2,5
22738,B,2,2,5
22739,B,2,2,5
22740,B,2,2,5
22741,B,2,2,5
22742,B,2,2,5
22743,B,2,2,5
22744,B,2,2,5
22745,B,2,2,5
22746,B,2,2,5
22747,B,2,2,5
22748,B,2,2,5
22749,B,2,2,5
22750,B,2,2,5
22751,B,2,2,5
22752,B,2,2,5
22753,B,2,2,5
22754,B,2,2,5
22755,B,2,2,5
22756,B,2,2,5
22757,B,2,2,5
22758,B,2,2,5
22759,B,2,2,5
22760,B,2,2,5
22761,B,2,2,5
22762,B,2,2,5
22763,B,2,2,5
22764,B,2,2,5
22765,B,2,2,5
22766,B,2,2,5
22767,B,2,2,5
22768,B,2,2,5
22769,B,2,2,5
22770,B,2,2,5
22771,B,2,2,5
22772,B,2,2,5
22773,B,2,2,5
22774,B,2,2,5
22775,B,2,2,5
22776,B,2,2,5
22777,B,2,2,5
22778,B,2,2,5
22779,B,2,2,5
22780,B,2,2,5
22781,B,2,2,5
22782,B,2,2,5
22783,B,2,2,5
22784,B,2,2,5
22785,B,2,2,5
22786,B,2,2,5
22787,B,2,2,5
22788,B,2,2,5
22789,B,2,2,5
22790,B,2,2,5
22791,B,2,2,5
22792,B,2,2,5
22793,B,2,2,5
22794,B,2,2,5
22795,B,2,2,5
22796,B,2,2,5
22797,B,2,2,5
22798,B,2,2,5
22799,B,2,2,5
22800,B,2,2,5
22801,B,2,2,5
22802,B,2,2,5
22803,B,2,2,5
22804,B,2,2,5
22805,B,2,2,5
22806,B,2,2,5
22807,B,2,2,5
22808,B,2,2,5
22809,B,2,2,5
22810,B,2,2,5
22811,B,2,2,5
22812,B,2,2,5
22813,B,2,2,5
22814,B,2,2,5
22815,B,2,2,5
22816,B,2,2,5
22817,B,2,2,5
22818,B,2,2,5
22819,B,2,2,5
22820,B,2,2,5
22821,B,2,2,5
22822,B,2,2,5
22823,B,2,2,5
22824,B,2,2,5
22825,B,2,2,5
22826,B,2,2,5
22827,B,2,2,5
22828,B,2,2,5
22829,B,2,2,5
22830,B,2,2,5
22831,B,2,2,5
22832,B,2,2,5
22833,B,2,2,5
22834,B,2,2,5
22835,B,2,2,5
22836,B,2,2,5
22837,B,2,2,5
22838,B,2,2,5
22839,B,2,2,5
22840,B,2,2,5
22841,B,2,2,5
22842,B,2,2,5
22843,B,2,2,5
22844,B,2,2,5
22845,B,2,2,5
22846,B,2,2,5
22847,B,2,2,5
22848,B,2,2,5
22849,B,2,2,5
22850,B,2,2,5
22851,B,2,2,5
22852,B,2,2,5
22853,B,2,2,5
22854,B,2,2,5
22855,B,2,2,5
22856,B,2,2,5
22857,B,2,2,5
22858,B,2,2,5
22859,B,2,2,5
22860,B,2,2,5
22861,B,2,2,5
22862,B,2,2,5
22863,B,2,2,5
22864,B,2,2,5
22865,B,2,2,5
22866,B,2,2,5
22867,B,2,2,5
22868,B,2,2,5
22869,B,2,2,5
22870,B,2,2,5
22871,B,2,2,5
22872,B,2,2,5
22873,B,2,2,5
22874,B,2,2,5
22875,B,2,2,5
22876,B,2,2,5
22877,B,2,2,5
22878,B,2,2,5
22879,B,2,2,5
22880,B,2,2,5
22881,B,2,2,5
22882,B,2,2,5
22883,B,2,2,5
22884,B,2,2,5
22885,B,2,2,5
22886,B,2,2,5
22887,B,2,2,5
22888,B,2,2,5
22889,B,2,2,5
22890,B,2,2,5
22891,B,2,2,5
22892,B,2,2,5
22893,B,2,2,5
22894,B,2,2,5
22895,B,2,2,5
22896,B,2,2,5
22897,B,2,2,5
22898,B,2,2,5
22899,B,2,2,5
22900,B,2,2,5
22901,B,2,2,5
22902,B,2,2,5
22903,B,2,2,5
22904,B,2,2,5
22905,B,2,2,5
22906,B,2,2,5
22907,B,2,2,5
22908,B,2,2,5
22909,B,2,2,5
22910,B,2,2,5
22911,B,2,2,5
22912,B,2,2,5
22913,B,2,2,5
22914,B,2,2,5
22915,B,2,2,5
22916,B,2,2,5
22917,B,2,2,5
22918,B,2,2,5
22919,B,2,2,5
22920,B,2,2,5
22921,B,2,2,5
22922,B,2,2,5
22923,B,2,2,5
22924,B,2,2,5
22925,B,2,2,5
22926,B,2,2,5
22927,B,2,2,5
22928,B,2,2,5
22929,B,2,2,5
22930,B,2,2,5
22931,B,2,2,5
22932,B,2,2,5
22933,B,2,2,5
22934,B,2,2,5
22935,B,2,2,5
22936,B,2,2,5
22937,B,2,2,5
22938,B,2,2,5
22939,B,2,2,5
22940,B,2,2,5
22941,B,2,2,5
22942,B,2,2,5
22943,B,2,2,5
22944,B,2,2,5
22945,B,2,2,5
22946,B,2,2,5
22947,B,2,2,5
22948,B,2,2,5
22949,B,2,2,5
22950,B,2,2,5
22951,B,2,2,5
22952,B,2,2,5
22953,B,2,2,5
22954,B,2,2,5
22955,B,2,2,5
22956,B,2,2,5
22957,B,2,2,5
22958,B,2,2,5
22959,B,2,2,5
22960,B,2,2,5
22961,B,2,2,5
22962,B,2,2,5
22963,B,2,2,5
22964,B,2,2,5
22965,B,2,2,5
22966,B,2,2,5
22967,B,2,2,5
22968,B,2,2,5
22969,B,2,2,5
22970,B,2,2,5
22971,B,2,2,5
22972,B,2,2,5
22973,B,2,2,5
22974,B,2,2,5
22975,B,2,2,5
22976,B,2,2,5
22977,B,2,2,5
22978,B,2,2,5
22979,B,2,2,5
22980,B,2,2,5
22981,B,2,2,5
22982,B,2,2,5
22983,B,2,2,5
22984,B,2,2,5
22985,B,2,2,5
22986,B,2,2,5
22987,B,2,2,5
22988,B,2,2,5
22989,B,2,2,5
22990,B,2,2,5
22991,B,2,2,5
22992,B,2,2,5
22993,B,2,2,5
22994,B,2,2,5
22995,B,2,2,5
22996,B,2,2,5
22997,B,2,2,5
22998,B,2,2,5
22999,B,2,2,5
23000,B,2,2,5
23001,B,2,2,5
23002,B,2,2,5
23003,B,2,2,5
23004,B,2,2,5
23005,B,2,2,5
23006,B,2,2,5
23007,B,2,2,5
23008,B,2,2,5
23009,B,2,2,5
23010,B,2,2,5
23011,B,2,2,5
23012,B,2,2,5
23013,B,2,2,5
23014,B,2,2,5
23015,B,2,2,5
23016,B,2,2,5
23017,B,2,2,5
23018,B,2,2,5
23019,B,2,2,5
23020,B,2,2,5
23021,B,2,2,5
23022,B,2,2,5
23023,B,2,2,5
23024,B,2,2,5
23025,B,2,2,5
23026,B,2,2,5
23027,B,2,2,5
23028,B,2,2,5
23029,B,2,2,5
23030,B,2,2,5
23031,B,2,2,5
23032,B,2,2,5
23033,B,2,2,5
23034,B,2,2,5
23035,B,2,2,5
23036,B,2,2,5
23037,B,2,2,5
23038,B,2,2,5
23039,B,2,2,5
23040,B,2,2,5
23041,B,2,2,5
23042,B,2,2,5
23043,B,2,2,5
23044,B,2,2,5
23045,B,2,2,5
23046,B,2,2,5
23047,B,2,2,5
23048,B,2,2,5
23049,B,2,2,5
23050,B,2,2,5
23051,B,2,2,5
23052,B,2,2,5
23053,B,2,2,5
23054,B,2,2,5
23055,B,2,2,5
23056,B,2,2,5
23057,B,2,2,5
23058,B,2,2,5
23059,B,2,2,5
23060,B,2,2,5
23061,B,2,2,5
23062,B,2,2,5
23063,B,2,2,5
23064,B,2,2,5
23065,B,2,2,5
23066,B,2,2,5
23067,B,2,2,5
23068,B,2,2,5
23069,B,2,2,5
23070,B,2,2,5
23071,B,2,2,5
23072,B,2,2,5
23073,B,2,2,5
23074,B,2,2,5
23075,B,2,2,5
23076,B,2,2,5
23077,B,2,2,5
23078,B,2,2,5
23079,B,2,2,5
23080,B,2,2,5
23081,B,2,2,5
23082,B,2,2,5
23083,B,2,2,5
23084,B,2,2,5
23085,B,2,2,5
23086,B,2,2,5
23087,B,2,2,5
23088,B,2,2,5
23089,B,2,2,5
23090,B,2,2,5
23091,B,2,2,5
23092,B,2,2,5
23093,B,2,2,5
23094,B,2,2,5
23095,B,2,2,5
23096,B,2,2,5
23097,B,2,2,5
23098,B,2,2,5
23099,B,2,2,5
23100,B,2,2,5
23101,B,2,2,5
23102,B,2,2,5
23103,B,2,2,5
23104,B,2,2,5
23105,B,2,2,5
23106,B,2,2,5
23107,B,2,2,5
23108,B,2,2,5
23109,B,2,2,5
23110,B,2,2,5
23111,B,2,2,5
23112,B,2,2,5
23113,B,2,2,5
23114,B,2,2,5
23115,B,2,2,5
23116,B,2,2,5
23117,B,2,2,5
23118,B,2,2,5
23119,B,2,2,5
23120,B,2,2,5
23121,B,2,2,5
23122,B,2,2,5
23123,B,2,2,5
23124,B,2,2,5
23125,B,2,2,5
23126,B,2,2,5
23127,B,2,2,5
23128,B,2,2,5
23129,B,2,2,5
23130,B,2,2,5
23131,B,2,2,5
23132,B,2,2,5
23133,B,2,2,5
23134,B,2,2,5
23135,B,2,2,5
23136,B,2,2,5
23137,B,2,2,5
23138,B,2,2,5
23139,B,2,2,5
23140,B,2,2,5
23141,B,2,2,5
23142,B,2,2,5
23143,B,2,2,5
23144,B,2,2,5
23145,B,2,2,5
23146,B,2,2,5
23147,B,2,2,5
23148,B,2,2,5
23149,B,2,2,5
23150,B,2,2,5
23151,B,2,2,5
23152,B,2,2,5
23153,B,2,2,5
23154,B,2,2,5
23155,B,2,2,5
23156,B,2,2,5
23157,B,2,2,5
23158,B,2,2,5
23159,B,2,2,5
23160,B,2,2,5
23161,B,2,2,5
23162,B,2,2,5
23163,B,2,2,5
23164,B,2,2,5
23165,B,2,2,5
23166,B,2,2,5
23167,B,2,2,5
23168,B,2,2,5
23169,B,2,2,5
23170,B,2,2,5
23171,B,2,2,5
23172,B,2,2,5
23173,B,2,2,5
23174,B,2,2,5
23175,B,2,2,5
23176,B,2,2,5
23177,B,2,2,5
23178,B,2,2,5
23179,B,2,2,5
23180,B,2,2,5
23181,B,2,2,5
23182,B,2,2,5
23183,B,2,2,5
23184,B,2,2,5
23185,B,2,2,5
23186,B,2,2,5
23187,B,2,2,5
23188,B,2,2,5
23189,B,2,2,5
23190,B,2,2,5
23191,B,2,2,5
23192,B,2,2,5
23193,B,2,2,5
23194,B,2,2,5
23195,B,2,2,5
23196,B,2,2,5
23197,B,2,2,5
23198,B,2,2,5
23199,B,2,2,5
23200,B,2,2,5
23201,B,2,2,5
23202,B,2,2,5
23203,B,2,2,5
23204,B,2,2,5
23205,B,2,2,5
23206,B,2,2,5
23207,B,2,2,5
23208,B,2,2,5
23209,B,2,2,5
23210,B,2,2,5
23211,B,2,2,5
23212,B,2,2,5
23213,B,2,2,5
23214,B,2,2,5
23215,B,2,2,5
23216,B,2,2,5
23217,B,2,2,5
23218,B,2,2,5
23219,B,2,2,5
23220,B,2,2,5
23221,B,2,2,5
23222,B,2,2,5
23223,B,2,2,5
23224,B,2,2,5
23225,B,2,2,5
23226,B,2,2,5
23227,B,2,2,5
23228,B,2,2,5
23229,B,2,2,5
23230,B,2,2,5
23231,B,2,2,5
23232,B,2,2,5
23233,B,2,2,5
23234,B,2,2,5
23235,B,2,2,5
23236,B,2,2,5
23237,B,2,2,5
23238,B,2,2,5
23239,B,2,2,5
23240,B,2,2,5
23241,B,2,2,5
23242,B,2,2,5
23243,B,2,2,5
23244,B,2,2,5
23245,B,2,2,5
23246,B,2,2,5
23247,B,2,2,5
23248,B,2,2,5
23249,B,2,2,5
23250,B,2,2,5
23251,B,2,2,5
23252,B,2,2,5
23253,B,2,2,5
23254,B,2,2,5
23255,B,2,2,5
23256,B,2,2,5
23257,B,2,2,5
23258,B,2,2,5
23259,B,2,2,5
23260,B,2,2,5
23261,B,2,2,5
23262,B,2,2,5
23263,B,2,2,5
23264,B,2,2,5
23265,B,2,2,5
23266,B,2,2,5
23267,B,2,2,5
23268,B,2,2,5
23269,B,2,2,5
23270,B,2,2,5
23271,B,2,2,5
23272,B,2,2,5
23273,B,2,2,5
23274,B,2,2,5
23275,B,2,2,5
23276,B,2,2,5
23277,B,2,2,5
23278,B,2,2,5
23279,B,2,2,5
23280,B,2,2,5
23281,B,2,2,5
23282,B,2,2,5
23283,B,2,2,5
23284,B,2,2,5
23285,B,2,2,5
23286,B,2,2,5
23287,B,2,2,5
23288,B,2,2,5
23289,B,2,2,5
23290,B,2,2,5
23291,B,2,2,5
23292,B,2,2,5
23293,B,2,2,5
23294,B,2,2,5
23295,B,2,2,5
23296,B,2,2,5
23297,B,2,2,5
23298,B,2,2,5
23299,B,2,2,5
23300,B,2,2,5
23301,B,2,2,5
23302,B,2,2,5
23303,B,2,2,5
23304,B,2,2,5
23305,B,2,2,5
23306,B,2,2,5
23307,B,2,2,5
23308,B,2,2,5
23309,B,2,2,5
23310,B,2,2,5
23311,B,2,2,5
23312,B,2,2,5
23313,B,2,2,5
23314,B,2,2,5
23315,B,2,2,5
23316,B,2,2,5
23317,B,2,2,5
23318,B,2,2,5
23319,B,2,2,5
23320,B,2,2,5
23321,B,2,2,5
23322,B,2,2,5
23323,B,2,2,5
23324,B,2,2,5
23325,B,2,2,5
23326,B,2,2,5
23327,B,2,2,5
23328,B,2,2,5
23329,B,2,2,5
23330,B,2,2,5
23331,B,2,2,5
23332,B,2,2,5
23333,B,2,2,5
23334,B,2,2,5
23335,B,2,2,5
23336,B,2,2,5
23337,B,2,2,5
23338,B,2,2,5
23339,B,2,2,5
23340,B,2,2,5
23341,B,2,2,5
23342,B,2,2,5
23343,B,2,2,5
23344,B,2,2,5
23345,B,2,2,5
23346,B,2,2,5
23347,B,2,2,5
23348,B,2,2,5
23349,B,2,2,5
23350,B,2,2,5
23351,B,2,2,5
23352,B,2,2,5
23353,B,2,2,5
23354,B,2,2,5
23355,B,2,2,5
23356,B,2,2,5
23357,B,2,2,5
23358,B,2,2,5
23359,B,2,2,5
23360,B,2,2,5
23361,B,2,2,5
23362,B,2,2,5
23363,B,2,2,5
23364,B,2,2,5
23365,B,2,2,5
23366,B,2,2,5
23367,B,2,2,5
23368,B,2,2,5
23369,B,2,2,5
23370,B,2,2,5
23371,B,2,2,5
23372,B,2,2,5
23373,B,2,2,5
23374,B,2,2,5
23375,B,2,2,5
23376,B,2,2,5
23377,B,2,2,5
23378,B,2,2,5
23379,B,2,2,5
23380,B,2,2,5
23381,B,2,2,5
23382,B,2,2,5
23383,B,2,2,5
23384,B,2,2,5
23385,B,2,2,5
23386,B,2,2,5
23387,B,2,2,5
23388,B,2,2,5
23389,B,2,2,5
23390,B,2,2,5
23391,B,2,2,5
23392,B,2,2,5
23393,B,2,2,5
23394,B,2,2,5
23395,B,2,2,5
23396,B,2,2,5
23397,B,2,2,5
23398,B,2,2,5
23399,B,2,2,5
23400,B,2,2,5
23401,B,2,2,5
23402,B,2,2,5
23403,B,2,2,5
23404,B,2,2,5
23405,B,2,2,5
23406,B,2,2,5
23407,B,2,2,5
23408,B,2,2,5
23409,B,2,2,5
23410,B,2,2,5
23411,B,2,2,5
23412,B,2,2,5
23413,B,2,2,5
23414,B,2,2,5
23415,B,2,2,5
23416,B,2,2,5
23417,B,2,2,5
23418,B,2,2,5
23419,B,2,2,5
23420,B,2,2,5
23421,B,2,2,5
23422,B,2,2,5
23423,B,2,2,5
23424,B,2,2,5
23425,B,2,2,5
23426,B,2,2,5
23427,B,2,2,5
23428,B,2,2,5
23429,B,2,2,5
23430,B,2,2,5
23431,B,2,2,5
23432,B,2,2,5
23433,B,2,2,5
23434,B,2,2,5
23435,B,2,2,5
23436,B,2,2,5
23437,B,2,2,5
23438,B,2,2,5
23439,B,2,2,5
23440,B,2,2,5
23441,B,2,2,5
23442,B,2,2,5
23443,B,2,2,5
23444,B,2,2,5
23445,B,2,2,5
23446,B,2,2,5
23447,B,2,2,5
23448,B,2,2,5
23449,B,2,2,5
23450,B,2,2,5
23451,B,2,2,5
23452,B,2,2,5
23453,B,2,2,5
23454,B,2,2,5
23455,B,2,2,5
23456,B,2,2,5
23457,B,2,2,5
23458,B,2,2,5
23459,B,2,2,5
23460,B,2,2,5
23461,B,2,2,5
23462,B,2,2,5
23463,B,2,2,5
23464,B,2,2,5
23465,B,2,2,5
23466,B,2,2,5
23467,B,2,2,5
23468,B,2,2,5
23469,B,2,2,5
23470,B,2,2,5
23471,B,2,2,5
23472,B,2,2,5
23473,B,2,2,5
23474,B,2,2,5
23475,B,2,2,5
23476,B,2,2,5
23477,B,2,2,5
23478,B,2,2,5
23479,B,2,2,5
23480,B,2,2,5
23481,B,2,2,5
23482,B,2,2,5
23483,B,2,2,5
23484,B,2,2,5
23485,B,2,2,5
23486,B,2,2,5
23487,B,2,2,5
23488,B,2,2,5
23489,B,2,2,5
23490,B,2,2,5
23491,B,2,2,5
23492,B,2,2,5
23493,B,2,2,5
23494,B,2,2,5
23495,B,2,2,5
23496,B,2,2,5
23497,B,2,2,5
23498,B,2,2,5
23499,B,2,2,5
23500,B,2,2,5
23501,B,2,2,5
23502,B,2,2,5
23503,B,2,2,5
23504,B,2,2,5
23505,B,2,2,5
23506,B,2,2,5
23507,B,2,2,5
23508,B,2,2,5
23509,B,2,2,5
23510,B,2,2,5
23511,B,2,2,5
23512,B,2,2,5
23513,B,2,2,5
23514,B,2,2,5
23515,B,2,2,5
23516,B,2,2,5
23517,B,2,2,5
23518,B,2,2,5
23519,B,2,2,5
23520,B,2,2,5
23521,B,2,2,5
23522,B,2,2,5
23523,B,2,2,5
23524,B,2,2,5
23525,B,2,2,5
23526,B,2,2,5
23527,B,2,2,5
23528,B,2,2,5
23529,B,2,2,5
23530,B,2,2,5
23531,B,2,2,5
23532,B,2,2,5
23533,B,2,2,5
23534,B,2,2,5
23535,B,2,2,5
23536,B,2,2,5
23537,B,2,2,5
23538,B,2,2,5
23539,B,2,2,5
23540,B,2,2,5
23541,B,2,2,5
23542,B,2,2,5
23543,B,2,2,5
23544,B,2,2,5
23545,B,2,2,5
23546,B,2,2,5
23547,B,2,2,5
23548,B,2,2,5
23549,B,2,2,5
23550,B,2,2,5
23551,B,2,2,5
23552,B,2,2,5
23553,B,2,2,5
23554,B,2,2,5
23555,B,2,2,5
23556,B,2,2,5
23557,B,2,2,5
23558,B,2,2,5
23559,B,2,2,5
23560,B,2,2,5
23561,B,2,2,5
23562,B,2,2,5
23563,B,2,2,5
23564,B,2,2,5
23565,B,2,2,5
23566,B,2,2,5
23567,B,2,2,5
23568,B,2,2,5
23569,B,2,2,5
23570,B,2,2,5
23571,B,2,2,5
23572,B,2,2,5
23573,B,2,2,5
23574,B,2,2,5
23575,B,2,2,5
23576,B,2,2,5
23577,B,2,2,5
23578,B,2,2,5
23579,B,2,2,5
23580,B,2,2,5
23581,B,2,2,5
23582,B,2,2,5
23583,B,2,2,5
23584,B,2,2,5
23585,B,2,2,5
23586,B,2,2,5
23587,B,2,2,5
23588,B,2,2,5
23589,B,2,2,5
23590,B,2,2,5
23591,B,2,2,5
23592,B,2,2,5
23593,B,2,2,5
23594,B,2,2,5
23595,B,2,2,5
23596,B,2,2,5
23597,B,2,2,5
23598,B,2,2,5
23599,B,2,2,5
23600,B,2,2,5
23601,B,2,2,5
23602,B,2,2,5
23603,B,2,2,5
23604,B,2,2,5
23605,B,2,2,5
23606,B,2,2,5
23607,B,2,2,5
23608,B,2,2,5
23609,B,2,2,5
23610,B,2,2,5
23611,B,2,2,5
23612,B,2,2,5
23613,B,2,2,5
23614,B,2,2,5
23615,B,2,2,5
23616,B,2,2,5
23617,B,2,2,5
23618,B,2,2,5
23619,B,2,2,5
23620,B,2,2,5
23621,B,2,2,5
23622,B,2,2,5
23623,B,2,2,5
23624,B,2,2,5
23625,B,2,2,5
23626,B,2,2,5
23627,B,2,2,5
23628,B,2,2,5
23629,B,2,2,5
23630,B,2,2,5
23631,B,2,2,5
23632,B,2,2,5
23633,B,2,2,5
23634,B,2,2,5
23635,B,2,2,5
23636,B,2,2,5
23637,B,2,2,5
23638,B,2,2,5
23639,B,2,2,5
23640,B,2,2,5
23641,B,2,2,5
23642,B,2,2,5
23643,B,2,2,5
23644,B,2,2,5
23645,B,2,2,5
23646,B,2,2,5
23647,B,2,2,5
23648,B,2,2,5
23649,B,2,2,5
23650,B,2,2,5
23651,B,2,2,5
23652,B,2,2,5
23653,B,2,2,5
23654,B,2,2,5
23655,B,2,2,5
23656,B,2,2,5
23657,B,2,2,5
23658,B,2,2,5
23659,B,2,2,5
23660,B,2,2,5
23661,B,2,2,5
23662,B,2,2,5
23663,B,2,2,5
23664,B,2,2,5
23665,B,2,2,5
23666,B,2,2,5
23667,B,2,2,5
23668,B,2,2,5
23669,B,2,2,5
23670,B,2,2,5
23671,B,2,2,5
23672,B,2,2,5
23673,B,2,2,5
23674,B,2,2,5
23675,B,2,2,5
23676,B,2,2,5
23677,B,2,2,5
23678,B,2,2,5
23679,B,2,2,5
23680,B,2,2,5
23681,B,2,2,5
23682,B,2,2,5
23683,B,2,2,5
23684,B,2,2,5
23685,B,2,2,5
23686,B,2,2,5
23687,B,2,2,5
23688,B,2,2,5
23689,B,2,2,5
23690,B,2,2,5
23691,B,2,2,5
23692,B,2,2,5
23693,B,2,2,5
23694,B,2,2,5
23695,B,2,2,5
23696,B,2,2,5
23697,B,2,2,5
23698,B,2,2,5
23699,B,2,2,5
23700,B,2,2,5
23701,B,2,2,5
23702,B,2,2,5
23703,B,2,2,5
23704,B,2,2,5
23705,B,2,2,5
23706,B,2,2,5
23707,B,2,2,5
23708,B,2,2,5
23709,B,2,2,5
23710,B,2,2,5
23711,B,2,2,5
23712,B,2,2,5
23713,B,2,2,5
23714,B,2,2,5
23715,B,2,2,5
23716,B,2,2,5
23717,B,2,2,5
23718,B,2,2,5
23719,B,2,2,5
23720,B,2,2,5
23721,B,2,2,5
23722,B,2,2,5
23723,B,2,2,5
23724,B,2,2,5
23725,B,2,2,5
23726,B,2,2,5
23727,B,2,2,5
23728,B,2,2,5
23729,B,2,2,5
23730,B,2,2,5
23731,B,2,2,5
23732,B,2,2,5
23733,B,2,2,5
23734,B,2,2,5
23735,B,2,2,5
23736,B,2,2,5
23737,B,2,2,5
23738,B,2,2,5
23739,B,2,2,5
23740,B,2,2,5
23741,B,2,2,5
23742,B,2,2,5
23743,B,2,2,5
23744,B,2,2,5
23745,B,2,2,5
23746,B,2,2,5
23747,B,2,2,5
23748,B,2,2,5
23749,B,2,2,5
23750,B,2,2,5
23751,B,2,2,5
23752,B,2,2,5
23753,B,2,2,5
23754,B,2,2,5
23755,B,2,2,5
23756,B,2,2,5
23757,B,2,2,5
23758,B,2,2,5
23759,B,2,2,5
23760,B,2,2,5
23761,B,2,2,5
23762,B,2,2,5
23763,B,2,2,5
23764,B,2,2,5
23765,B,2,2,5
23766,B,2,2,5
23767,B,2,2,5
23768,B,2,2,5
23769,B,2,2,5
23770,B,2,2,5
23771,B,2,2,5
23772,B,2,2,5
23773,B,2,2,5
23774,B,2,2,5
23775,B,2,2,5
23776,B,2,2,5
23777,B,2,2,5
23778,B,2,2,5
23779,B,2,2,5
23780,B,2,2,5
23781,B,2,2,5
23782,B,2,2,5
23783,B,2,2,5
23784,B,2,2,5
23785,B,2,2,5
23786,B,2,2,5
23787,B,2,2,5
23788,B,2,2,5
23789,B,2,2,5
23790,B,2,2,5
23791,B,2,2,5
23792,B,2,2,5
23793,B,2,2,5
23794,B,2,2,5
23795,B,2,2,5
23796,B,2,2,5
23797,B,2,2,5
23798,B,2,2,5
23799,B,2,2,5
23800,B,2,2,5
23801,B,2,2,5
23802,B,2,2,5
23803,B,2,2,5
23804,B,2,2,5
23805,B,2,2,5
23806,B,2,2,5
23807,B,2,2,5
23808,B,2,2,5
23809,B,2,2,5
23810,B,2,2,5
23811,B,2,2,5
23812,B,2,2,5
23813,B,2,2,5
23814,B,2,2,5
23815,B,2,2,5
23816,B,2,2,5
23817,B,2,2,5
23818,B,2,2,5
23819,B,2,2,5
23820,B,2,2,5
23821,B,2,2,5
23822,B,2,2,5
23823,B,2,2,5
23824,B,2,2,5
23825,B,2,2,5
23826,B,2,2,5
23827,B,2,2,5
23828,B,2,2,5
23829,B,2,2,5
23830,B,2,2,5
23831,B,2,2,5
23832,B,2,2,5
23833,B,2,2,5
23834,B,2,2,5
23835,B,2,2,5
23836,B,2,2,5
23837,B,2,2,5
23838,B,2,2,5
23839,B,2,2,5
23840,B,2,2,5
23841,B,2,2,5
23842,B,2,2,5
23843,B,2,2,5
23844,B,2,2,5
23845,B,2,2,5
23846,B,2,2,5
23847,B,2,2,5
23848,B,2,2,5
23849,B,2,2,5
23850,B,2,2,5
23851,B,2,2,5
23852,B,2,2,5
23853,B,2,2,5
23854,B,2,2,5
23855,B,2,2,5
23856,B,2,2,5
23857,B,2,2,5
23858,B,2,2,5
23859,B,2,2,5
23860,B,2,2,5
23861,B,2,2,5
23862,B,2,2,5
23863,B,2,2,5
23864,B,2,2,5
23865,B,2,2,5
23866,B,2,2,5
